COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
00554400;PLAZA;DEL;ENCUENTRO;00076000;CALLE;DEL;ARROYO DE LAS PILILLAS;00074800;CALLE;DEL;ARROYO FONTARRÓN
00266400;CALLE;DE LAS;ENDRINAS;00079400;AVENIDA;DEL;ASTER;00027700;AVENIDA;DE;ALFONSO XIII
00083501;CALLE;DEL;ENEBRO;00900733;CALLE;DE;ROSA LUXEMBURGO;00076201;CALLE;DEL;ARROYO DE POZUELO
00266500;CALLE;DE;ENERO;00544400;CALLE;DE;OCTUBRE;00317100;CALLE;DE;FUENTELENCINA
00266700;CALLE;DE;ENRIQUE AGUILAR;00646500;CALLE;DE;ROMÁN ALONSO;00494600;CALLE;DE;LAS MATAS
31000077;CALLE;DE;ENRIQUE AZCOAGA;31000070;CALLE;DE;ANA DE AUSTRIA;31000073;CALLE;DE;VICENTE BLASCO IBÁÑEZ
00266900;CALLE;DE;ENRIQUE BORRÁS;00367300;CALLE;DE LA;HUERTA DE CASTAÑEDA;00362700;CALLE;DE LAS;HIGUERAS
00267000;CALLE;DE;ENRIQUE D'ALMONTE;00397400;CALLE;DE;JORGE JUAN;00487800;CALLE;DEL;MARQUÉS DE VALLEJO
31001316;CALLE;DE;ENRIQUE DE ALDAMA;00134200;CALLE;DE;CANTALEJO;00049000;CALLE;DE;ÁNGEL BEATO
00267750;PLAZA;DE;ENRIQUE DE MESA;00267150;CALLE;DE;ENRIQUE GARCÍA ÁLVAREZ;00267150;CALLE;DE;ENRIQUE GARCÍA ÁLVAREZ
31000311;CALLE;DEL;ENRIQUE DE ORO;31000309;CALLE;DE LA;DOBLA;00905985;AVENIDA;DEL;EURO
00267850;CALLE;DE;ENRIQUE DE PRADA;00446800;CALLE;DE;LUIS DE LA MATA;00002663;CALLE;DEL;AÑIL
00267100;CALLE;DE;ENRIQUE FUENTES;00412300;CALLE;DE;JUAN ESPAÑOL;00466100;CALLE;DE;MANUEL NOYA
00267150;CALLE;DE;ENRIQUE GARCÍA ÁLVAREZ;00631900;CALLE;;REAL DE ARGANDA;00002642;CAMINO;DE;VASARES
00267200;CALLE;DE;ENRIQUE GRANADOS;00285200;PASEO;DE;EXTREMADURA;00033100;CALLE;DEL;ALMIRANTE REQUESENS
00268800;CALLE;DE;ENRIQUE I;00802800;CALLE;DE;ZAMORA;00001500;CALLE;DE;ABEL
00267350;CALLE;DE;ENRIQUE JARDIEL PONCELA;00288600;CALLE;DE;FEDERICO SALMÓN;00220700;CALLE;DEL;CRUCERO 25 DE MAYO
00002684;CALLE;DE;ENRIQUE LAFUENTE FERRARI;00001127;CAMINO;DE LA;HUERTA;00002683;CALLE;DE;SAN ENRIQUE DE OSSÓ
00267400;CALLE;DE;ENRIQUE LARRETA;00494900;CALLE;DE;MATEO INURRIA;00010200;CALLE;DE;AGUSTÍN DE FOXÁ
00267500;CALLE;DE;ENRIQUE LEYRA;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;00384900;CALLE;DE LAS;ISLAS DE CABO VERDE
00267600;CALLE;DE;ENRIQUE LÓPEZ;00388100;AVENIDA;DE;JACA;00631800;CALLE;DE LA;RAZA
00267700;CALLE;DE;ENRIQUE MARTÍNEZ;00329600;AVENIDA;DE;CARABANCHEL ALTO;31000190;CALLE;DEL;ACUEDUCTO DE SEGOVIA
00267800;CALLE;DE;ENRIQUE MOYANO;00507900;CALLE;DE;MIGUEL SORIANO;00057300;CALLE;DE;ANTONIO CORPAS
00900160;CALLE;DE;ENRIQUE PÉREZ;00059100;CALLE;DE;ANTONIO DE LEYVA;00697200;PASEO;DE;SANTA MARÍA DE LA CABEZA
00267900;CALLE;DE;ENRIQUE RUIZ;00802800;CALLE;DE;ZAMORA;00268800;CALLE;DE;ENRIQUE I
00268200;CALLE;DE;ENRIQUE SIMONIS;00423100;CALLE;DE;JULIÁN RABANEDO;00640100;CALLE;DE;RICARDO DAMAS
00268400;CALLE;DE;ENRIQUE TROMPETA;00234700;PASEO;DE LAS;DELICIAS;00230600;PASEO;DE LA;CHOPERA
31001771;CALLE;DE;ENRIQUE URQUIJO;31001357;AUTOPISTA;;R-3;31001764;AVENIDA;DE;MIGUEL DELIBES
00268500;CALLE;DE;ENRIQUE VELASCO;00616200;CALLE;DEL;PUERTO DE CANFRANC;00764000;CAMINO;DE;VALDERRIBAS
00268600;PASAJE;DE;ENRIQUE VELASCO;00616200;CALLE;DEL;PUERTO DE CANFRANC;00268700;TRAVESÍA;DE;ENRIQUE VELASCO
00268700;TRAVESÍA;DE;ENRIQUE VELASCO;00268500;CALLE;DE;ENRIQUE VELASCO;00716300;CALLE;DE LA;SIERRA DE LOS FILABRES
31000474;AVENIDA;DEL;ENSANCHE DE VALLECAS;00631900;CALLE;;REAL DE ARGANDA;31000471;AVENIDA;DE LA;GRAN VÍA DEL SURESTE
00269100;PLAZA;DE;ENSIDESA;00772100;AVENIDA;DEL;VEINTICINCO DE SEPTIEMBRE;00796600;PLAZA;DE LA;VIRGEN DEL TRABAJO
00269200;CALLE;;ENTRE ARROYOS;00075300;CALLE;DEL;ARROYO DE LA MEDIA LEGUA;00215400;PLAZA;DEL;CORREGIDOR SANCHO DE CÓRDOBA
00269300;CALLE;DE;ENTRENA;00753900;CALLE;DE;TREVIANA;00748600;CALLE;DE;TORRELAGUNA
31000519;CALLE;DE;ENTREPEÑAS;31000628;CALLE;DEL;RAYO VALLECANO DE MADRID;31000509;AVENIDA;DEL;CERRO MILANO
00269400;AVENIDA;;ENTREVÍAS;00501700;CALLE;DE;MÉNDEZ ÁLVARO;00905673;CAMINO;DEL;POZO DEL TÍO RAIMUNDO
00269500;GLORIETA;DE;EOLO;00042500;AVENIDA;DE;AMÉRICA;00294600;CALLE;DE;FERNANDO MIJARES
00269600;CALLE;DE LA;EPIFANÍA;00263900;CALLE;DE;EMILIO MUÑOZ;00794600;CALLE;DE LA;VIRGEN DE LA OLIVA
00269800;CALLE;DE LAS;ERAS;00469200;CALLE;DEL;MAR DE ARAL;00020500;CALLE;DE;ALCOBENDAS
00270000;CALLE;DE LAS;ERAS ALTAS;00414710;PLAZA;DE;JUAN DE MALASAÑA;00616800;CALLE;DEL;PUERTO DE IDIAZÁBAL
31000276;CALLE;DE;ERASMO DE ROTTERDAM;31000286;CALLE;DE;FREUD;31000282;CALLE;DE;BERTRAND RUSSELL
00270100;CALLE;DE;ERASO;00310200;CALLE;DE;FRANCISCO SILVELA;31000253;AVENIDA;DE;CAMILO JOSÉ CELA
00270200;CALLE;DE;ERCILLA;00002900;PASEO;DE LAS;ACACIAS;00697200;PASEO;DE;SANTA MARÍA DE LA CABEZA
00270300;CALLE;DEL;ERESMA;00347200;CALLE;DEL;GUADALQUIVIR;00347400;CALLE;DEL;GUADIANA
31001806;CALLE;DEL;ERIAL DE LA ABUELA;31001801;CALLE;DEL;MARQUÉS DE CASA TILLY;31001796;CALLE;DEL;MAYORAZGO DE DUARTE
00001718;CALLE;DEL;ERICA;00600400;AVENIDA;DE LOS;POBLADOS;00170600;CALLE;DEL;MONSEÑOR ÓSCAR ROMERO
00270350;CALLE;DE;ERÍDANO;00320750;AVENIDA;DE LA;GALAXIA;00003250;CALLE;DE;ACAMAR
00905287;CAMINO;DE LA;ERMITA;00905317;CARRETERA;DE;MADRID A RIVAS JARAMA;00905275;CAMINO;DE;CASTILLEJOS
00270400;PASEO;DE LA;ERMITA;00552800;AVENIDA;DE LA;OSA MAYOR;00556450;AVENIDA;DEL;PADRE HUIDOBRO
31001651;CALLE;DE LA;ERMITA DE LA SOLEDAD;00136550;CALLE;DE LOS;CAÑOS DE SAN PEDRO;00001828;CALLE;DE;MINERVA
00002341;GLORIETA;DE LA;ERMITA DE LA VIRGEN DE LA SOLEDAD;00439900;AVENIDA;DE;LOGROÑO;00000840;CALLE;DE;ARIADNA
00905275;CAMINO;DE LA;ERMITA DE LA VIRGEN DE LA TORRE;00499700;AVENIDA;DEL;MEDITERRÁNEO;00905317;CARRETERA;DE;MADRID A RIVAS JARAMA
00270500;PASEO;DE LA;ERMITA DEL SANTO;00613400;GLORIETA;DEL;PUENTE DE SEGOVIA;00777860;CALLE;;VÍA CARPETANA
31000259;PLAZA;DE;ERMUA;00349700;CALLE;DE;GUETARIA;00370300;CALLE;DE;IBARRA
31000681;CALLE;DE;ERNEST HEMINGWAY;00408200;CALLE;DE;JOSEFA FERNÁNDEZ BUTERGA;00058400;CALLE;DE;ANTONIO GONZÁLEZ PORRAS
00270600;CALLE;DE;ERNESTINA MANUEL DE VILLENA;00225300;CALLE;DE LA;CUESTA;99000001;LUGAR;;FONDO DE SACO
31000401;CALLE;DE;EROS;00000831;AVENIDA;DEL;PLANETARIO;31000407;CALLE;DE;TITÁN
00270700;CALLE;DE;ERVIGIO;00743500;CALLE;DE;EL TOBOSO;00026000;CALLE;DEL;ALFÉREZ JUAN USERA
00271000;CALLE;DE LA;ESCALERILLA DE PIEDRA;00498000;PLAZA;;MAYOR;00224400;CALLE;DE LOS;CUCHILLEROS
00271100;CALLE;DE LA;ESCALINATA;00504900;CALLE;DEL;MESÓN DE PAÑOS;00378200;PLAZA;DE;ISABEL II
00271200;CALLE;DE;ESCALONA;00711200;CALLE;DE;SESEÑA;00557000;AVENIDA;DEL;PADRE PIQUER
00271250;CALLE;DE;ESCALONILLA;00322550;CALLE;DE;GALLUR;00071500;CALLE;DE;ARIZA
00271260;CALLE;DEL;ESCANDÓN;00124100;CALLE;DE;CALAMOCHA;00012400;CALLE;DE LA;ALADIERNA
00271400;CALLE;DEL;ESCARAMUJO;00059000;CALLE;DE;ANTONIO LANZUELA;00323800;CALLE;DE;GARCI-NUÑO
00271600;CALLE;DE;ESCOCIA;00201200;CALLE;DEL;COMANDANTE FONTANES;00569700;CALLE;DE;PAULINA ODIAGA
00271750;CALLE;DE;ESCORIAZA;00020800;CALLE;DE;ALCOCER;00053750;CALLE;DE;ANOETA
00271775;CALLE;DEL;ESCORPIÓN;00735975;CALLE;DE;TAURO;00137750;CALLE;DE;CAPRICORNIO
00271800;CALLE;DE;ESCOSURA;00294000;CALLE;DE;FERNANDO EL CATÓLICO;99000001;LUGAR;;FONDO DE SACO
00271900;CALLE;DE LOS;ESCRIBANOS;00275300;AVENIDA;DE LA;ESPINELA;00433700;TRAVESÍA;DE;LEGANÉS
00001193;CALLE;DEL;ESCRITOR;00117400;AVENIDA;DE;BUENOS AIRES;00117400;AVENIDA;DE;BUENOS AIRES
00272000;CALLE;DE LA;ESCUADRA;00748200;CALLE;DE LA;TORRECILLA DEL LEAL;00609100;CALLE;DE LA;PRIMAVERA
00272100;CALLE;DEL;ESCUADRÓN;00563850;CARRETERA;DE;EL PARDO A COLMENAR VIEJO;00299900;CALLE;DE LA;FORTALEZA
00272200;PASAJE;DEL;ESCUDO;00281600;CALLE;DE LA;ESTRELLA POLAR;00793025;PLAZUELA;DE LA;VIRGEN DE LA ESTRELLA
31000020;CALLE;DEL;ESCUDO DE ORO;31000248;CALLE;DEL;FLORÍN;31000537;CALLE;DEL;MARAVEDÍ
31000649;CALLE;DE LA;ESCUELA DE VALLECAS;31000555;CALLE;DEL;ARTE CONCEPTUAL;31000509;AVENIDA;DEL;CERRO MILANO
00272400;CALLE;DE LAS;ESCUELAS;00225300;CALLE;DE LA;CUESTA;00240400;CALLE;DEL;DOCTOR CARMENA RUIZ
00272600;CALLE;DE;ESCULANO;00357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS;00399400;CALLE;DE;JOSÉ DE BLAS
00001871;CALLE;DEL;ESCULTOR PERESEJO;00001868;CALLE;DE LA;GOLONDRINA;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00272700;CALLE;DE LOS;ESCULTORES;00063200;CALLE;DE LOS;APAREJADORES;00067900;CALLE;DE;ARCOS DE JALÓN
00272800;CALLE;DE LOS;ESENCIEROS;00427200;CALLE;DEL;LABORATORIO;00355100;CALLE;DE LOS;HERBOLARIOS
00272900;CALLE;DE LA;ESFINGE;00018900;CALLE;DE;ALCALÁ;00291350;CALLE;DE;FENELÓN
00273000;CALLE;DE LA;ESGRIMA;00393700;CALLE;DE;JESÚS Y MARÍA;00505000;CALLE;DEL;MESÓN DE PAREDES
00002884;CALLE;DE LA;ESMALTINA;00002876;CALLE;DE LA;ESTEFANITA;00002875;PLAZA;DE LOS;METALES
00273200;CALLE;DE LA;ESMERALDA;00267100;CALLE;DE;ENRIQUE FUENTES;00472000;CALLE;DE;MARCELO USERA
00273300;CALLE;DE LA;ESPADA;00742900;PLAZA;DE;TIRSO DE MOLINA;00273000;CALLE;DE LA;ESGRIMA
00273500;CALLE;DE;ESPALTER;00527100;PLAZA;DE;MURILLO;00027500;CALLE;DE;ALFONSO XII
00273600;PLAZA;DE;ESPAÑA;00610000;CALLE;DE LA;PRINCESA;00088200;CALLE;DE;BAILÉN
00273700;PASAJE;DEL;ESPAÑOL;00358100;CALLE;DE LOS;HERMANOS DEL MORAL;99000001;LUGAR;;FONDO DE SACO
00273900;CALLE;DE;ESPARTA;00018900;CALLE;DE;ALCALÁ;00000836;CALLE;DEL;MARQUESADO DE SANTA MARTA
00274000;CALLE;DE;ESPARTEROS;00497800;CALLE;;MAYOR;00693900;PLAZA;DE;SANTA CRUZ
00274100;CALLE;DE;ESPARTINAS;00610450;CALLE;DEL;PRÍNCIPE DE VERGARA;00332000;CALLE;DEL;GENERAL PARDIÑAS
00274300;CALLE;DEL;ESPEJO;00700000;CALLE;DE;SANTIAGO;00372600;CALLE;DE LA;INDEPENDENCIA
00274400;CALLE;DE;ESPERANZA;00083000;CALLE;DEL;AVE MARÍA;00272000;CALLE;DE LA;ESCUADRA
00274600;PASEO;DE LA;ESPERANZA;00002900;PASEO;DE LAS;ACACIAS;00697200;PASEO;DE;SANTA MARÍA DE LA CABEZA
00274900;CALLE;DE;ESPERANZA GARCÍA;00208600;CALLE;DEL;CONGOSTO;00579500;CALLE;DE LA;PEÑA NUEVA
00275000;CALLE;DE;ESPERANZA MACARENA;00413900;CALLE;DE;JUAN JOSÉ MARTÍNEZ SECO;00257200;CALLE;DE;EDUARDO MINGUITO
00275100;CALLE;DE;ESPERANZA SÁNCHEZ CARRASCOSA;00137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY;00073800;CALLE;DEL;ARROYO
00002806;CALLE;DE;ESPINAL;00002315;CALLE;DE;QUINTANADUEÑAS;00002796;CALLE;DE;VALCARLOS
00275300;AVENIDA;DE LA;ESPINELA;00007200;PLAZA;DE;ÁGATA;00247700;CALLE;DE;DOMINGO PÁRRAGA
00905258;CAMINO;DEL;ESPINILLO;31001649;CALLE;DE;PEDRO GARCÍA ORTIZ;31001333;CARRETERA;;M-203
00275400;CALLE;DEL;ESPINO;00611600;CALLE;DE LAS;PROVISIONES;00507700;CALLE;DE;MIGUEL SERVET
00275500;CALLE;DE LOS;ESPINOS;00552800;AVENIDA;DE LA;OSA MAYOR;00556450;AVENIDA;DEL;PADRE HUIDOBRO
00275600;CALLE;DE LA;ESPIREA;00582600;CALLE;DE LAS;PEONÍAS;00002637;AVENIDA;DE LAS;AZALEAS
00275700;CALLE;DEL;ESPÍRITU SANTO;00212300;CALLE;DE LA;CORREDERA ALTA DE SAN PABLO;00661700;CALLE;DE;SAN BERNARDO
00275900;CALLE;DEL;ESPLIEGO;00676900;AVENIDA;DE;SAN LUIS;00621200;CALLE;DE;PURCHENA
00276100;CALLE;DE;ESPOZ Y MINA;00614900;PLAZA;DE LA;PUERTA DEL SOL;00048800;PLAZA;DEL;ÁNGEL
00276200;CALLE;DE;ESPRONCEDA;00602600;CALLE;DE;PONZANO;00807000;CALLE;DE;ZURBANO
00002667;CALLE;DE LA;ESPUELA;00002637;AVENIDA;DE LAS;AZALEAS;00002666;AVENIDA;DE LOS;ARCES
00276300;CALLE;DE;ESQUILACHE;00554550;AVENIDA;DE;PABLO IGLESIAS;00635300;AVENIDA;DE LA;REINA VICTORIA
00276400;CALLE;DE;ESQUIVEL;00294000;CALLE;DE;FERNANDO EL CATÓLICO;00151400;CALLE;DE;CASARRUBUELOS
00276450;PLAZA;DE;ESQUIVIAS;00758575;CALLE;DE;ÚBEDA;00758575;CALLE;DE;ÚBEDA
00276600;AVENIDA;DE LA;ESTACIÓN;00782800;AVENIDA;DE LA;VICTORIA;00226550;CALLE;DE;CUEVAS DEL VALLE
00276490;CALLE;DE LA;ESTACIÓN;00285200;PASEO;DE;EXTREMADURA;00296205;VIA;;FERROCARRIL MÓSTOLES EL SOTO
00276900;CARRETERA;DE LA;ESTACIÓN;00782800;AVENIDA;DE LA;VICTORIA;00226550;CALLE;DE;CUEVAS DEL VALLE
00277100;PASEO;DE LA;ESTACIÓN;00413900;CALLE;DE;JUAN JOSÉ MARTÍNEZ SECO;00315000;CALLE;DE LA;FUENTE DE LA CAPONA
00905723;CARRETERA;DE LA;ESTACIÓN DE CONTENEDORES;31001049;CALLE;DEL;CABALLERO ANDANTE;99000001;LUGAR;;FONDO DE SACO
00277700;CARRETERA;A LA;ESTACIÓN DE HORTALEZA;00676900;AVENIDA;DE;SAN LUIS;00000963;CALLE;DE;MANUEL AZAÑA
00002915;CALLE;DE LA;ESTACIÓN DE LA RISTRA;00002911;CALLE;DE;OMEGA;00002904;AVENIDA;DE LA;AURORA BOREAL
00905641;CARRETERA;DE LA;ESTACIÓN VALDELATAS;31001600;ESTACION DE FERROCARRIL;;VALDELATAS;31001338;CARRETERA;;M-607
00278500;CALLE;DE LA;ESTAFETA;00138815;CALLE;DE;CARABELOS;00318400;AVENIDA;DE LOS;FUEROS
00278600;CALLE;DE;ESTANISLAO FIGUERAS;00638400;PASEO;DEL;REY;00376500;CALLE;DE;IRÚN
00278700;CALLE;DE;ESTANISLAO GÓMEZ;00439900;AVENIDA;DE;LOGROÑO;00439900;AVENIDA;DE;LOGROÑO
31001733;CALLE;DE;ESTANISLAO PÉREZ PITA;31001593;CALLE;DE;MARÍA DE LAS MERCEDES DE BORBÓN;31001594;CALLE;DE;JULIO CANO LASSO
00001990;CAMINO;DEL;ESTANQUE REPARTIDOR;00905220;CARRETERA;DEL;GARABITAS;00376550;VIA;;FERROCARRIL DE MADRID A LA CORUÑA
00278825;CALLE;DEL;ESTAÑO;00483450;CALLE;DEL;MARISCAL GUTIÉRREZ DE OTERO;00434900;CALLE;DE LAS;LENGUAS
00279000;PLAZA;DEL;ESTE;00660600;CALLE;DE;SAN AQUILINO;00328800;CALLE;DEL;GENERAL ARANDA
00279300;CALLE;DE;ESTEBAN CARROS;00556650;CALLE;DEL;PADRE LLANOS;00000937;AVENIDA;DE;JOAQUÍN GARRIGUES WALKER
00279500;CALLE;DE;ESTEBAN COLLANTES;00710800;CALLE;DE;SERVANDO BATANERO;00398700;CALLE;DE;JOSÉ ARCONES GIL
00025410;CALLE;DE;ESTEBAN DE ARTEAGA;00059400;CALLE;DE;ANTONIO LÓPEZ;00468400;AVENIDA;DEL;MANZANARES
00279600;CALLE;DE;ESTEBAN MORA;00056700;CALLE;DE;ANTONIO CALVO;00491850;CALLE;DE;MARTÍNEZ VILLERGAS
00001173;CALLE;DE;ESTEBAN PALACIOS;00001170;PLAZA;DE;LÓPEZ DE LA PLATA;00001169;CALLE;DE;FLORENCIO CASTILLO
00279725;CALLE;DE;ESTEBAN TERRADAS;00010200;CALLE;DE;AGUSTÍN DE FOXÁ;00462800;CALLE;DE;MANUEL FERRERO
00279750;CALLE;DE;ESTÉBANEZ CALDERÓN;00153600;PASEO;DE LA;CASTELLANA;00137400;CALLE;DEL;CAPITÁN HAYA
00002876;CALLE;DE LA;ESTEFANITA;00802101;CALLE;DEL;ZAFIRO;00002875;PLAZA;DE LOS;METALES
00002855;CALLE;DE;ESTELLA;00002791;CALLE;DEL;CASTILLO DE CANDANCHÚ;00002798;AVENIDA;DEL;CAMINO DE SANTIAGO
00280000;CALLE;DE;ESTÉVEZ;00339500;CALLE;DE;GÓMEZ CANO;00239700;AVENIDA;DEL;DOCTOR ARCE
00280100;CALLE;DE;ESTÍBALIZ;00000728;AVENIDA;DE LA;GRAN VÍA DE HORTALEZA;00050500;CALLE;DE;ÁNGEL LUIS DE LA HERRÁN
00280200;CALLE;DEL;ESTIGIA;00018900;CALLE;DE;ALCALÁ;99000001;LUGAR;;FONDO DE SACO
00002437;CALLE;DE;ESTOCOLMO;00002445;PASEO;DE;GINEBRA;00478850;CALLE;DE;MARÍA SEVILLA DIAGO
00280500;PASAJE;DE;ESTORIL;00002400;AVENIDA;DE;ABRANTES;00280400;CALLE;DE;ESTORIL
00280600;PLAZA;DE;ESTORIL;00778400;CALLE;DE;VIANA;00114000;CALLE;DE;BRAGANZA
00280400;CALLE;DE;ESTORIL;00114000;CALLE;DE;BRAGANZA;00083300;CALLE;DE;AVEIRO
00001115;CALLE;DE;ESTRASBURGO;00001111;CALLE;DE LA;RIBERA DEL SENA;00001114;AVENIDA;DE LA;CAPITAL DE ESPAÑA MADRID
00281000;CALLE;DEL;ESTRECHO DE COREA;00795100;CALLE;DE LA;VIRGEN DEL PORTILLO;00292900;CALLE;DE;FERNÁNDEZ CARO
00281100;CALLE;DEL;ESTRECHO DE GIBRALTAR;00245250;CALLE;DEL;DOCTOR VALLEJO;00110700;CALLE;DE;BOLDANO
00281200;CALLE;DEL;ESTRECHO DE MESINA;00078700;CALLE;DE;ARTURO SORIA;00722500;CALLE;DE;SILVANO
00001183;CALLE;DEL;ESTRECHO DE ORMUZ;00470000;CALLE;DEL;MAR DE KARA;00437300;CALLE;DE LA;LIBERACIÓN
00281300;CALLE;DEL;ESTRECHO DE TORRES;00524300;CALLE;DE;MOSCATELAR;00099500;CALLE;DE;BELISANA
00281400;CALLE;DE LA;ESTRELLA;00722400;CALLE;DE;SILVA;00661700;CALLE;DE;SAN BERNARDO
31000179;CALLE;DE LA;ESTRELLA DENÉBOLA;00000831;AVENIDA;DEL;PLANETARIO;31000181;CALLE;DE LA;ESTRELLA NAOS
31000402;CALLE;DE LA;ESTRELLA HADAR;00501700;CALLE;DE;MÉNDEZ ÁLVARO;31000401;CALLE;DE;EROS
31000181;CALLE;DE LA;ESTRELLA NAOS;31000027;CALLE;DE;AMALTEA;31000028;CALLE;DE LAS;NEBULOSAS
00281600;CALLE;DE LA;ESTRELLA POLAR;00221700;CALLE;DE LA;CRUZ DEL SUR;00723800;CALLE;DE;SIRIO
31000180;CALLE;DE LA;ESTRELLA SHAULA;31000027;CALLE;DE;AMALTEA;31000028;CALLE;DE LAS;NEBULOSAS
00002525;CALLE;DE;ESTRELLITA CASTRO;00002482;CALLE;DE;COPÉRNICO;00002516;CALLE;DEL;PERGAMINO
31000622;CALLE;DE;ESTREMERA;31000606;CALLE;DE;TALAMANCA DEL JARAMA;31000614;CALLE;DEL;ALTO DE LA SARTENILLA
00281800;CALLE;DEL;ESTRONCIO;00045700;AVENIDA;DE;ANDALUCÍA;00102900;CALLE;DE;BENITA LÓPEZ
00281900;CALLE;DE LOS;ESTUDIANTES;00635300;AVENIDA;DE LA;REINA VICTORIA;00416300;CALLE;DE;JUAN MONTALVO
00281950;CALLE;DEL;ESTUDIO;00599900;CALLE;DE LAS;PLÉYADES;00221100;CAMINO;DE LA;CRUZ
00282000;CALLE;DE LOS;ESTUDIOS;00743600;CALLE;DE;TOLEDO;00679800;CALLE;DE;SAN MILLÁN
00282100;CALLE;DEL;ETNA;00573400;CALLE;DE;PEDRO LABORDE;00700400;CALLE;DE;SANTIAGO ALIÓ
00002299;CALLE;DE;ETREROS;00002296;CALLE;DE;COBOS DE SEGOVIA;00002298;CALLE;DE;PARADINAS
00282300;CALLE;DE;ETRURIA;00778910;AVENIDA;DE;CANILLEJAS A VICÁLVARO;00598150;CALLE;DE;PITÁGORAS
00001928;CALLE;DEL;EUCALIPTO;00388500;PASEO;DE LOS;JACINTOS;00437100;AVENIDA;DEL;LEVANTE
31000302;CALLE;DE;EUCLIDES;31000301;CALLE;DE;NICOLÁS CABRERA;31000282;CALLE;DE;BERTRAND RUSSELL
00282410;CALLE;DE;EUGENIA DE MONTIJO;00108700;CALLE;DEL;BLASÓN;00264900;PLAZA;DE LA;EMPERATRIZ
00282600;CALLE;DE;EUGENIO;00160500;CALLE;DE LOS;CEDROS;00354600;CALLE;DEL;HELIOTROPO
00282700;CALLE;DE;EUGENIO CAXES;00468400;AVENIDA;DEL;MANZANARES;00059400;CALLE;DE;ANTONIO LÓPEZ
00000956;CALLE;DE;EUGENIO D'ORS;00000953;CALLE;DE;ALFREDO BRAÑAS;00000955;CALLE;DEL;GENERAL JUAN VAN-HALEN
00000922;PLAZA;DE;EUGENIO MARÍA DE HOSTOS;00376800;CALLE;DE;ISAAC PERAL;00460800;CALLE;DE;MANUEL BARTOLOMÉ COSSÍO
00282900;CALLE;DE;EUGENIO PÉREZ;00120155;CALLE;DE LOS;CABALLEROS;00348500;AVENIDA;DE LA;GUARDIA
00283000;CALLE;DE;EUGENIO SALAZAR;00445000;CALLE;DE;LUIS CABRERA;00606400;CALLE;DE;PRADILLO
00283100;CALLE;DE;EUGENIO SELLÉS;00388900;CALLE;DE;JAIME EL CONQUISTADOR;00295000;CALLE;DE;FERNANDO POO
00283200;CALLE;DE;EUGENIO ZUBÍA;00335600;CALLE;DE;GERARDO RUEDA;00617000;CALLE;DEL;PUERTO DE LA MAGDALENA
00283400;CALLE;DE;EULALIA GIL;00526000;PASEO;DE;MUÑOZ GRANDES;00311000;CALLE;DEL;FRANCOLÍN
00283500;CALLE;DE;EULALIA PAÍNO;00307600;CALLE;DE;FRANCISCO PAÍNO;00149200;CALLE;DE;CARRERO JUAN RAMÓN
00283600;CALLE;DE;EULOGIO PEDRERO;00002656;CAMINO;DEL;CONGOSTO;00002246;CALLE;DE;FUENTIDUEÑA
00002851;CALLE;DE;EUNATE;00002791;CALLE;DEL;CASTILLO DE CANDANCHÚ;00002792;CALLE;DE;CASTIELLO DE JACA
00283700;CALLE;DE;EURICO;00739800;CALLE;DEL;TERCIO;00631500;CALLE;DEL;RASCÓN
00283800;PLAZA;DE;EURÍPIDES;00152900;CALLE;DE;CASTALIA;00111200;CALLE;DE;BOLTAÑA
00905985;AVENIDA;DEL;EURO;00600400;AVENIDA;DE LOS;POBLADOS;00329600;AVENIDA;DE;CARABANCHEL ALTO
00001809;AVENIDA;DE;EUROPA;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00283900;CALLE;DE;EUROPA;00249400;CALLE;DE;DONOSO MONTESINOS;00705300;CALLE;DE LA;SAXÍFRAGA
00284000;CALLE;DE;EUSEBIO BLASCO;00487500;GLORIETA;DEL;MARQUÉS DE VADILLO;00622900;PASEO;DEL;QUINCE DE MAYO
00284100;CALLE;DE;EUSEBIO ISIDRO;00423800;CALLE;DE;JULIO CALVO;00629950;CALLE;DE;RAMÓN GÓMEZ DE LA SERNA
00284200;CALLE;DE;EUSEBIO MARTÍNEZ BARONA;00748600;CALLE;DE;TORRELAGUNA;00023200;CALLE;DE;ALEJANDRO CHACÓN
00284300;CALLE;DE;EUSEBIO MORÁN;00782300;CALLE;DE;VÍCTOR MANUEL III;00002333;CALLE;DE;SANTA LUCRECIA
00284400;CALLE;DE;EUSKALDUNA;31000022;CALLE;DEL;AMERICIO;00678700;AVENIDA;DE;LOS ROSALES
00284500;CALLE;DE;EUSTAQUIO RODRÍGUEZ;00768800;CALLE;DE;VALLEHERMOSO;00454900;CALLEJÓN;DE;MAGALLANES
